hts8,mfn_ad_val_rate,mfn_specific_rate,mexico_ad_val_rate,mexico_specific_rate,begin_effect_date,hs6
1012100,0.0,0.0,,,2012-02-03,101210
1012900,0.0,0.0,,,2012-02-03,101290
1013000,0.068,0.0,0.0,0.0,2020-07-01,101300
1019030,0.0,0.0,,,2012-01-01,101903
1019040,0.045,0.0,0.0,0.0,2020-07-01,101904
1022100,0.0,0.0,,,2012-02-03,102210
1022920,0.0,0.0,,,2012-02-03,102292
1022940,0.0,0.01,0.0,0.0,2021-01-01,102294
1023100,0.0,0.0,,,2012-02-03,102310
1023900,0.0,0.01,0.0,0.0,2021-01-01,102390
1029000,0.0,0.01,0.0,0.0,2021-01-01,102900
1031000,0.0,0.0,,,1995-09-03,103100
1039100,0.0,0.0,,,1995-09-03,103910
1039200,0.0,0.0,,,1995-09-03,103920
1041000,0.0,0.0,,,1996-06-01,104100
1042000,0.0,0.68,0.0,0.0,2020-07-01,104200
1051100,0.0,0.009,0.0,0.0,2020-07-01,105110
1051200,0.0,0.009,0.0,0.0,2020-07-01,105120
1051300,0.0,0.009,0.0,0.0,2020-07-01,105130
1051400,0.0,0.009,0.0,0.0,2020-07-01,105140
1051500,0.0,0.009,0.0,0.0,2020-07-01,105150
1059400,0.0,0.02,0.0,0.0,2020-07-01,105940
1059900,0.0,0.02,0.0,0.0,2020-07-01,105990
1061100,0.0,0.0,,,2002-01-10,106110
1061201,0.0,0.0,,,2012-02-03,106120
1061300,0.0,0.0,,,2012-02-03,106130
1061400,0.0,0.0,,,2012-02-03,106140
1061930,0.048,0.0,0.0,0.0,2020-07-01,106193
1061991,0.0,0.0,,,2012-02-03,106199
1062000,0.0,0.0,,,2002-01-10,106200
1063100,0.018,0.0,0.0,0.0,2020-07-01,106310
1063200,0.018,0.0,0.0,0.0,2020-07-01,106320
1063300,0.018,0.0,0.0,0.0,2020-07-01,106330
1063901,0.018,0.0,0.0,0.0,2020-07-01,106390
1064100,0.0,0.0,,,2012-02-03,106410
1064900,0.0,0.0,,,2012-02-03,106490
1069001,0.0,0.0,,,2012-02-03,106900
2011005,0.0,0.044,0.0,0.0,2020-07-01,201100
2011010,0.0,0.044,0.0,0.0,2020-07-01,201101
2011050,0.264,0.0,0.0,0.0,2023-01-01,201105
2012002,0.04,0.0,0.0,0.0,2020-07-01,201200
2012004,0.1,0.0,0.0,0.0,2020-07-01,201200
2012006,0.0,0.044,0.0,0.0,2020-07-01,201200
2012010,0.04,0.0,0.0,0.0,2020-07-01,201201
2012030,0.1,0.0,0.0,0.0,2020-07-01,201203
2012050,0.0,0.044,0.0,0.0,2020-07-01,201205
2012080,0.264,0.0,0.0,0.0,2023-01-01,201208
2013002,0.04,0.0,0.0,0.0,2020-07-01,201300
2013004,0.1,0.0,0.0,0.0,2020-07-01,201300
2013006,0.0,0.044,0.0,0.0,2020-07-01,201300
2013010,0.04,0.0,0.0,0.0,2020-07-01,201301
2013030,0.1,0.0,0.0,0.0,2020-07-01,201303
2013050,0.0,0.044,0.0,0.0,2020-07-01,201305
2013080,0.264,0.0,0.0,0.0,2023-01-01,201308
2021005,0.0,0.044,0.0,0.0,2020-07-01,202100
2021010,0.0,0.044,0.0,0.0,2020-07-01,202101
2021050,0.264,0.0,0.0,0.0,2023-01-01,202105
2022002,0.04,0.0,0.0,0.0,2020-07-01,202200
2022004,0.1,0.0,0.0,0.0,2020-07-01,202200
2022006,0.0,0.044,0.0,0.0,2020-07-01,202200
2022010,0.04,0.0,0.0,0.0,2020-07-01,202201
2022030,0.1,0.0,0.0,0.0,2020-07-01,202203
2022050,0.0,0.044,0.0,0.0,2020-07-01,202205
2022080,0.264,0.0,0.0,0.0,2023-01-01,202208
2023002,0.04,0.0,0.0,0.0,2020-07-01,202300
2023004,0.1,0.0,0.0,0.0,2020-07-01,202300
2023006,0.0,0.044,0.0,0.0,2020-07-01,202300
2023010,0.04,0.0,0.0,0.0,2020-07-01,202301
2023030,0.1,0.0,0.0,0.0,2020-07-01,202303
2023050,0.0,0.044,0.0,0.0,2020-07-01,202305
2023080,0.264,0.0,0.0,0.0,2023-01-01,202308
2031100,0.0,0.0,,,1997-06-12,203110
2031210,0.0,0.014,0.0,0.0,2020-07-01,203121
2031290,0.0,0.0,,,1997-06-12,203129
2031920,0.0,0.014,0.0,0.0,2020-07-01,203192
2031940,0.0,0.0,,,1997-06-12,203194
2032100,0.0,0.0,,,1997-06-12,203210
2032210,0.0,0.014,0.0,0.0,2020-07-01,203221
2032290,0.0,0.0,,,1997-06-12,203229
2032920,0.0,0.014,0.0,0.0,2020-07-01,203292
2032940,0.0,0.0,,,1997-06-12,203294
2041000,0.0,0.007,0.0,0.0,2020-07-01,204100
2042100,0.0,0.028,0.0,0.0,2020-07-01,204210
2042220,0.0,0.007,0.0,0.0,2020-07-01,204222
2042240,0.0,0.028,0.0,0.0,2020-07-01,204224
2042320,0.0,0.007,0.0,0.0,2020-07-01,204232
2042340,0.0,0.028,0.0,0.0,2020-07-01,204234
2043000,0.0,0.007,0.0,0.0,2020-07-01,204300
2044100,0.0,0.028,0.0,0.0,2020-07-01,204410
2044220,0.0,0.007,0.0,0.0,2020-07-01,204422
2044240,0.0,0.028,0.0,0.0,2020-07-01,204424
2044320,0.0,0.007,0.0,0.0,2020-07-01,204432
2044340,0.0,0.028,0.0,0.0,2020-07-01,204434
2045000,0.0,0.0,,,1989-01-01,204500
2050000,0.0,0.0,,,1989-01-01,205000
2061000,0.0,0.0,,,1989-01-01,206100
2062100,0.0,0.0,,,1989-01-01,206210
2062200,0.0,0.0,,,1989-01-01,206220
2062900,0.0,0.0,,,1989-01-01,206290
2063000,0.0,0.0,,,1997-06-12,206300
2064100,0.0,0.0,,,1997-06-12,206410
2064900,0.0,0.0,,,1997-06-12,206490
2068000,0.0,0.0,,,1989-01-01,206800
2069000,0.0,0.0,,,1989-01-01,206900
2071100,0.0,0.088,0.0,0.0,2020-07-01,207110
2071200,0.0,0.088,0.0,0.0,2020-07-01,207120
2071300,0.0,0.176,0.0,0.0,2021-01-01,207130
2071400,0.0,0.176,0.0,0.0,2020-07-01,207140
2072400,0.0,0.15,0.0,0.0,2020-07-01,207240
2072520,0.0,0.088,0.0,0.0,2021-01-01,207252
2072540,0.1,0.0,0.0,0.0,2020-07-01,207254
2072600,0.0,0.176,0.0,0.0,2021-01-01,207260
2072700,0.0,0.176,0.0,0.0,2021-01-01,207270
2074100,0.0,0.088,0.0,0.0,2020-07-01,207410
2074200,0.0,0.088,0.0,0.0,2020-07-01,207420
2074300,0.0,0.176,0.0,0.0,2020-07-01,207430
2074400,0.0,0.176,0.0,0.0,2020-07-01,207440
2074500,0.0,0.176,0.0,0.0,2021-01-01,207450
2075100,0.0,0.088,0.0,0.0,2020-07-01,207510
2075200,0.0,0.088,0.0,0.0,2020-07-01,207520
2075300,0.0,0.176,0.0,0.0,2020-07-01,207530
2075400,0.0,0.176,0.0,0.0,2020-07-01,207540
2075500,0.0,0.176,0.0,0.0,2021-01-01,207550
2076010,0.0,0.088,0.0,0.0,2020-07-01,207601
2076020,0.0,0.088,0.0,0.0,2020-07-01,207602
2076030,0.0,0.176,0.0,0.0,2020-07-01,207603
2076040,0.0,0.176,0.0,0.0,2020-07-01,207604
2076060,0.0,0.176,0.0,0.0,2021-01-01,207606
2081000,0.064,0.0,0.0,0.0,2020-07-01,208100
2083000,0.064,0.0,0.0,0.0,2020-07-01,208300
2084001,0.064,0.0,0.0,0.0,2020-07-01,208400
2085000,0.064,0.0,0.0,0.0,2020-07-01,208500
2086000,0.064,0.0,0.0,0.0,2020-07-01,208600
2089020,0.0,0.0,,,1989-01-01,208902
2089025,0.0,0.0,,,2007-01-01,208902
2089030,0.0,0.07,0.0,0.0,2020-07-01,208903
2089091,0.064,0.0,0.0,0.0,2020-07-01,208909
2091000,0.032,0.0,0.0,0.0,2020-07-01,209100
2099000,0.032,0.0,0.0,0.0,2020-07-01,209900
2101100,0.0,0.014,0.0,0.0,2020-07-01,210110
2101200,0.0,0.014,0.0,0.0,2020-07-01,210120
2101900,0.0,0.014,0.0,0.0,2020-07-01,210190
2102000,0.0,0.0,,,2000-01-01,210200
2109100,0.023,0.0,0.0,0.0,2020-07-01,210910
2109201,0.023,0.0,0.0,0.0,2020-07-01,210920
2109300,0.023,0.0,0.0,0.0,2020-07-01,210930
2109920,0.023,0.0,0.0,0.0,2020-07-01,210992
2109991,0.023,0.0,0.0,0.0,2020-07-01,210999
3011100,0.0,0.0,,,2012-02-03,301110
3011900,0.0,0.0,,,2012-02-03,301190
3019100,0.0,0.0,,,1990-01-01,301910
3019200,0.0,0.0,,,1993-01-01,301920
3019302,0.0,0.0,,,2017-01-01,301930
3019401,0.0,0.0,,,2012-02-03,301940
3019500,0.0,0.0,,,2007-01-01,301950
3019903,0.0,0.0,,,2017-01-01,301990
3021100,0.0,0.0,,,1991-07-01,302110
3021300,0.0,0.0,,,2012-02-03,302130
3021400,0.0,0.0,,,2012-02-03,302140
3021900,0.0,0.0,,,1990-01-01,302190
3022100,0.0,0.0,,,1990-01-01,302210
3022200,0.0,0.0,,,1999-01-01,302220
3022300,0.0,0.011,0.0,0.0,2021-01-01,302230
3022400,0.0,0.0,,,2012-02-03,302240
3022901,0.0,0.0,,,2012-02-03,302290
3023100,0.0,0.0,,,1990-01-01,302310
3023200,0.0,0.0,,,1990-01-01,302320
3023300,0.0,0.0,,,1989-01-01,302330
3023400,0.0,0.0,,,2002-01-10,302340
3023501,0.0,0.0,,,2012-02-03,302350
3023600,0.0,0.0,,,2002-01-10,302360
3023902,0.0,0.0,,,2012-02-03,302390
3024100,0.0,0.0,,,2012-02-03,302410
3024200,0.0,0.0,,,2012-02-03,302420
3024300,0.0,0.0,,,2012-02-03,302430
3024400,0.0,0.0,,,2012-02-03,302440
3024511,0.03,0.0,0.0,0.0,2021-01-01,302451
3024550,0.0,0.0,,,2012-02-03,302455
3024611,0.03,0.0,0.0,0.0,2021-01-01,302461
3024650,0.0,0.0,,,2012-02-03,302465
3024700,0.0,0.0,,,2012-02-03,302470
3024900,0.0,0.0,,,2017-01-01,302490
3025100,0.0,0.0,,,2012-02-03,302510
3025200,0.0,0.0,,,2012-02-03,302520
3025300,0.0,0.0,,,2012-02-03,302530
3025411,0.03,0.0,0.0,0.0,2021-01-01,302541
3025450,0.0,0.0,,,2012-02-03,302545
3025511,0.03,0.0,0.0,0.0,2021-01-01,302551
3025550,0.0,0.0,,,2012-02-03,302555
3025611,0.03,0.0,0.0,0.0,2021-01-01,302561
3025650,0.0,0.0,,,2012-02-03,302565
3025911,0.03,0.0,0.0,0.0,2021-01-01,302591
3025950,0.0,0.0,,,2012-02-03,302595
3027111,0.03,0.0,0.0,0.0,2021-01-01,302711
3027150,0.0,0.0,,,2012-02-03,302715
3027211,0.03,0.0,0.0,0.0,2021-01-01,302721
3027250,0.0,0.0,,,2012-02-03,302725
3027311,0.03,0.0,0.0,0.0,2021-01-01,302731
3027350,0.0,0.0,,,2012-02-03,302735
3027400,0.0,0.0,,,2012-02-03,302740
3027911,0.03,0.0,0.0,0.0,2021-01-01,302791
3027950,0.0,0.0,,,2012-02-03,302795
3028100,0.0,0.0,,,2012-02-03,302810
3028200,0.0,0.0,,,2012-02-03,302820
3028300,0.0,0.0,,,2012-02-03,302830
3028411,0.03,0.0,0.0,0.0,2021-01-01,302841
3028450,0.0,0.0,,,2012-02-03,302845
3028511,0.03,0.0,0.0,0.0,2021-01-01,302851
3028550,0.0,0.0,,,2012-02-03,302855
3028911,0.03,0.0,0.0,0.0,2021-01-01,302891
3028950,0.0,0.0,,,2012-02-03,302895
3029120,0.15,0.0,0.0,0.0,2021-01-01,302912
3029140,0.0,0.0,,,2017-01-01,302914
3029200,0.0,0.0,,,2017-01-01,302920
3029900,0.0,0.0,,,2017-01-01,302990
3031100,0.0,0.0,,,2012-01-10,303110
3031200,0.0,0.0,,,2012-02-03,303120
3031300,0.0,0.0,,,2012-02-03,303130
3031400,0.0,0.0,,,2012-02-03,303140
3031901,0.0,0.0,,,2012-02-03,303190
3032300,0.0,0.0,,,2012-02-03,303230
3032400,0.0,0.0,,,2012-02-03,303240
3032501,0.0,0.0,,,2017-01-01,303250
3032600,0.0,0.0,,,2012-02-03,303260
3032901,0.0,0.0,,,2012-02-03,303290
3033100,0.0,0.0,,,1990-07-01,303310
3033200,0.0,0.0,,,1999-01-01,303320
3033300,0.0,0.011,0.0,0.0,2021-01-01,303330
3033400,0.0,0.011,0.0,0.0,2021-01-01,303340
3033901,0.0,0.011,0.0,0.0,2021-01-01,303390
3034100,0.0,0.0,,,1990-01-01,303410
3034200,0.0,0.0,,,1990-01-01,303420
3034300,0.0,0.0,,,1989-01-01,303430
3034400,0.0,0.0,,,2002-01-10,303440
3034501,0.0,0.0,,,2012-02-03,303450
3034600,0.0,0.0,,,2002-01-10,303460
3034902,0.0,0.0,,,2012-02-03,303490
3035100,0.0,0.0,,,2012-01-01,303510
3035300,0.0,0.011,0.0,0.0,2020-07-01,303530
3035400,0.0,0.0,,,2012-02-03,303540
3035500,0.0,0.0,,,2012-02-03,303550
3035600,0.0,0.0,,,2012-02-03,303560
3035700,0.0,0.0,,,2012-02-03,303570
3035900,0.0,0.0,,,2017-01-01,303590
3036300,0.0,0.0,,,2012-02-03,303630
3036400,0.0,0.0,,,2012-02-03,303640
3036500,0.0,0.0,,,2012-02-03,303650
3036600,0.0,0.0,,,2012-02-03,303660
3036700,0.0,0.0,,,2012-02-03,303670
3036800,0.0,0.0,,,2012-02-03,303680
3036900,0.0,0.0,,,2012-02-03,303690
3038100,0.0,0.011,0.0,0.0,2020-07-01,303810
3038200,0.0,0.0,,,2012-02-03,303820
3038300,0.0,0.0,,,2012-02-03,303830
3038400,0.0,0.0,,,2012-02-03,303840
3038900,0.0,0.0,,,2012-02-03,303890
3039120,0.15,0.0,0.0,0.0,2021-01-01,303912
3039140,0.0,0.0,,,2017-01-01,303914
3039200,0.0,0.011,0.0,0.0,2020-07-01,303920
3039900,0.0,0.0,,,2017-01-01,303990
3043100,0.0,0.0,,,2012-02-03,304310
3043200,0.0,0.0,,,2012-02-03,304320
3043300,0.0,0.0,,,2012-02-03,304330
3043900,0.0,0.0,,,2012-02-03,304390
3044100,0.0,0.0,,,2012-02-03,304410
3044200,0.0,0.0,,,2012-02-03,304420
3044300,0.0,0.0,,,2012-02-03,304430
3044400,0.0,0.0,,,2012-02-03,304440
3044500,0.0,0.0,,,2012-02-03,304450
3044600,0.0,0.0,,,2012-02-03,304460
3044700,0.0,0.0,,,2017-01-01,304470
3044800,0.0,0.0,,,2017-01-01,304480
3044901,0.0,0.0,,,2017-01-01,304490
3045101,0.0,0.0,,,2017-01-01,304510
3045200,0.0,0.0,,,2012-02-03,304520
3045300,0.0,0.0,,,2012-02-03,304530
3045400,0.0,0.0,,,2012-02-03,304540
3045500,0.0,0.0,,,2012-02-03,304550
3045600,0.0,0.0,,,2017-01-01,304560
3045700,0.0,0.0,,,2017-01-01,304570
3045900,0.0,0.0,,,2012-02-03,304590
3046100,0.0,0.0,,,2012-02-03,304610
3046200,0.0,0.0,,,2012-02-03,304620
3046300,0.0,0.0,,,2012-02-03,304630
3046900,0.0,0.0,,,2012-02-03,304690
3047110,0.0,0.0,,,2012-02-03,304711
3047150,0.0,0.0,,,2012-02-03,304715
3047210,0.0,0.0,,,2012-02-03,304721
3047250,0.0,0.0,,,2012-02-03,304725
3047310,0.0,0.0,,,2012-02-03,304731
3047350,0.0,0.0,,,2012-02-03,304735
3047410,0.0,0.0,,,2012-02-03,304741
3047450,0.0,0.0,,,2012-02-03,304745
3047510,0.0,0.0,,,2012-02-03,304751
3047550,0.0,0.0,,,2012-02-03,304755
3047910,0.0,0.0,,,2012-02-03,304791
3047950,0.0,0.0,,,2012-02-03,304795
3048110,0.0,0.0,,,2012-02-03,304811
3048150,0.0,0.0,,,2012-02-03,304815
3048210,0.0,0.0,,,2012-02-03,304821
3048250,0.0,0.0,,,2012-02-03,304825
3048310,0.0,0.0,,,2012-02-03,304831
3048350,0.0,0.0,,,2012-02-03,304835
3048400,0.0,0.0,,,2012-02-03,304840
3048500,0.0,0.0,,,2012-02-03,304850
3048600,0.0,0.0,,,2012-02-03,304860
3048700,0.0,0.0,,,2012-02-03,304870
3048800,0.0,0.0,,,2017-01-01,304880
3048910,0.0,0.0,,,2012-02-03,304891
3048950,0.0,0.0,,,2012-02-03,304895
3049110,0.0,0.0,,,2007-01-01,304911
3049190,0.06,0.0,0.0,0.0,2020-07-01,304919
3049210,0.0,0.0,,,2007-01-01,304921
3049290,0.06,0.0,0.0,0.0,2020-07-01,304929
3049310,0.0,0.0,,,2012-02-03,304931
3049390,0.06,0.0,0.0,0.0,2020-07-01,304939
3049410,0.0,0.0,,,2012-02-03,304941
3049490,0.06,0.0,0.0,0.0,2020-07-01,304949
3049510,0.0,0.0,,,2012-02-03,304951
3049590,0.06,0.0,0.0,0.0,2020-07-01,304959
3049600,0.06,0.0,0.0,0.0,2020-07-01,304960
3049700,0.06,0.0,0.0,0.0,2020-07-01,304970
3049911,0.0,0.0,,,2012-02-03,304991
3049991,0.06,0.0,0.0,0.0,2020-07-01,304999
3052020,0.075,0.0,0.0,0.0,2021-01-01,305202
3052040,0.0,0.0,,,1989-01-01,305204
3053101,0.0,0.0,,,2017-01-01,305310
3053200,0.0,0.0,,,2012-02-03,305320
3053920,0.04,0.0,0.0,0.0,2020-07-01,305392
3053940,0.05,0.0,0.0,0.0,2020-07-01,305394
3053961,0.0,0.0,,,2017-01-01,305396
3054100,0.05,0.0,0.0,0.0,2020-07-01,305410
3054200,0.0,0.0,,,2012-01-01,305420
3054300,0.0,0.0,,,2012-02-03,305430
3054401,0.0,0.0,,,2017-01-01,305440
3054920,0.0,0.0,,,2012-01-01,305492
3054940,0.0,0.0,,,2012-01-01,305494
3055100,0.0,0.0,,,2012-01-01,305510
3055200,0.0,0.0,,,2017-01-01,305520
3055300,0.0,0.0,,,2017-01-01,305530
3055400,0.0,0.0,,,2017-01-01,305540
3055900,0.0,0.0,,,2012-02-03,305590
3056120,0.04,0.0,0.0,0.0,2020-07-01,305612
3056140,0.0,0.0,,,2012-01-01,305614
3056200,0.0,0.0,,,2012-01-01,305620
3056320,0.05,0.0,0.0,0.0,2021-01-01,305632
3056340,0.0,0.0,,,2012-01-01,305634
3056360,0.0,0.0,,,2012-01-01,305636
3056410,0.0,0.0,,,2012-02-03,305641
3056450,0.005,0.0,0.0,0.0,2020-07-01,305645
3056910,0.0,0.0,,,2012-01-01,305691
3056920,0.05,0.0,0.0,0.0,2021-01-01,305692
3056930,0.0,0.0,,,2012-01-01,305693
3056940,0.03,0.0,0.0,0.0,2021-01-01,305694
3056950,0.0,0.0,,,2012-01-01,305695
3056960,0.005,0.0,0.0,0.0,2020-07-01,305696
3057100,0.0,0.0,,,2012-02-03,305710
3057200,0.0,0.0,,,2012-02-03,305720
3057900,0.0,0.0,,,2012-05-15,305790
3061100,0.0,0.0,,,1989-01-01,306110
3061200,0.0,0.0,,,1990-01-01,306120
3061420,0.075,0.0,0.0,0.0,2021-01-01,306142
3061440,0.0,0.0,,,1990-07-01,306144
3061500,0.0,0.0,,,2012-02-03,306150
3061600,0.0,0.0,,,2012-02-03,306160
3061700,0.0,0.0,,,2012-02-03,306170
3061901,0.0,0.0,,,2022-01-27,306190
3063100,0.0,0.0,,,2017-01-01,306310
3063200,0.0,0.0,,,2017-01-01,306320
3063320,0.075,0.0,0.0,0.0,2021-01-01,306332
3063340,0.0,0.0,,,2017-01-01,306334
3063400,0.0,0.0,,,2017-01-01,306340
3063500,0.0,0.0,,,2017-01-01,306350
3063600,0.0,0.0,,,2017-01-01,306360
3063901,0.0,0.0,,,2022-01-27,306390
3069100,0.0,0.0,,,2017-01-01,306910
3069200,0.0,0.0,,,2017-01-01,306920
3069320,0.075,0.0,0.0,0.0,2021-01-01,306932
3069340,0.0,0.0,,,2017-01-01,306934
3069400,0.0,0.0,,,2017-01-01,306940
3069500,0.0,0.0,,,2017-01-01,306950
3069901,0.0,0.0,,,2022-01-27,306990
3071100,0.0,0.0,,,2012-02-03,307110
3071200,0.0,0.0,,,2017-01-01,307120
3071901,0.0,0.0,,,2017-01-01,307190
3072100,0.0,0.0,,,1989-01-01,307210
3072200,0.0,0.0,,,2017-01-01,307220
3072901,0.0,0.0,,,2017-01-01,307290
3073100,0.0,0.0,,,1991-07-01,307310
3073200,0.0,0.0,,,2017-01-01,307320
3073901,0.0,0.0,,,2017-01-01,307390
3074200,0.0,0.0,,,2017-01-01,307420
3074300,0.0,0.0,,,2017-01-01,307430
3074901,0.0,0.0,,,2017-01-01,307490
3075100,0.0,0.0,,,1989-01-01,307510
3075200,0.0,0.0,,,2017-01-01,307520
3075901,0.0,0.0,,,2017-01-01,307590
3076000,0.05,0.0,0.0,0.0,2020-07-01,307600
3077100,0.0,0.0,,,2012-02-03,307710
3077200,0.0,0.0,,,2017-01-01,307720
3077901,0.0,0.0,,,2017-01-01,307790
3078100,0.0,0.0,,,2012-02-03,307810
3078200,0.0,0.0,,,2017-01-01,307820
3078300,0.0,0.0,,,2017-01-01,307830
3078400,0.0,0.0,,,2017-01-01,307840
3078700,0.0,0.0,,,2017-01-01,307870
3078800,0.0,0.0,,,2017-01-01,307880
3079103,0.0,0.0,,,2022-01-27,307910
3079201,0.0,0.0,,,2022-01-27,307920
3079903,0.0,0.0,,,2022-01-27,307990
3081100,0.0,0.0,,,2012-02-03,308110
3081200,0.0,0.0,,,2017-01-01,308120
3081901,0.0,0.0,,,2017-01-01,308190
3082100,0.0,0.0,,,2012-02-03,308210
3082200,0.0,0.0,,,2017-01-01,308220
3082901,0.0,0.0,,,2017-01-01,308290
3083000,0.0,0.0,,,2012-02-03,308300
3089001,0.0,0.0,,,2022-01-27,308900
3091005,0.0,0.0,,,2022-01-27,309100
3091090,0.06,0.0,0.0,0.0,2022-01-27,309109
3099010,0.0,0.0,,,2022-01-27,309901
3099020,0.0,0.0,,,2022-01-27,309902
3099030,0.0,0.0,,,2022-01-27,309903
3099040,0.0,0.0,,,2022-01-27,309904
3099050,0.0,0.0,,,2022-01-27,309905
3099060,0.0,0.0,,,2022-01-27,309906
3099090,0.0,0.0,,,2022-01-27,309909
4011000,0.0,0.0034,0.0,0.0,2020-07-01,401100
4012020,0.0,0.0043,0.0,0.0,2020-07-01,401202
4012040,0.0,0.015,0.0,0.0,2021-01-01,401204
4014002,0.0,0.032,0.0,0.0,2020-07-01,401400
4014005,0.0,0.032,,,2020-07-01,401400
4014025,0.0,0.772,0.0,0.0,2023-01-01,401402
4015002,0.0,0.032,0.0,0.0,2020-07-01,401500
4015005,0.0,0.032,,,2020-07-01,401500
4015025,0.0,0.772,0.0,0.0,2023-01-01,401502
4015042,0.0,0.123,0.0,0.0,2020-07-01,401504
4015050,0.0,0.123,,,2020-07-01,401505
4015075,0.0,1.646,0.0,0.0,2023-01-01,401507
4021005,0.0,0.033,0.0,0.0,2020-07-01,402100
4021010,0.0,0.033,,,2020-07-01,402101
4021050,0.0,0.865,0.0,0.0,2023-01-01,402105
4022102,0.0,0.033,0.0,0.0,2020-07-01,402210
4022105,0.0,0.033,,,2020-07-01,402210
4022125,0.0,0.865,0.0,0.0,2023-01-01,402212
4022127,0.0,0.068,0.0,0.0,2020-07-01,402212
4022130,0.0,0.068,,,2020-07-01,402213
4022150,0.0,1.092,0.0,0.0,2023-01-01,402215
4022173,0.0,0.137,0.0,0.0,2020-07-01,402217
4022175,0.0,0.137,,,2020-07-01,402217
4022190,0.0,1.556,0.0,0.0,2023-01-01,402219
4022905,0.175,0.0,0.0,0.0,2020-07-01,402290
4022910,0.175,0.0,,,2020-07-01,402291
4022950,0.149,1.104,0.0,0.0,2023-01-01,402295
4029103,0.0,0.022,0.0,0.0,2020-07-01,402910
4029106,0.0,0.033,0.0,0.0,2020-07-01,402910
4029110,0.0,0.022,,,2020-07-01,402911
4029130,0.0,0.033,,,2020-07-01,402913
4029170,0.0,0.313,0.0,0.0,2023-01-01,402917
4029190,0.0,0.313,0.0,0.0,2023-01-01,402919
4029903,0.0,0.039,0.0,0.0,2020-07-01,402990
4029906,0.0,0.033,0.0,0.0,2020-07-01,402990
4029910,0.0,0.039,,,2020-07-01,402991
4029930,0.0,0.033,,,2020-07-01,402993
4029945,0.0,0.496,0.0,0.0,2023-01-01,402994
4029955,0.0,0.496,0.0,0.0,2023-01-01,402995
4029968,0.175,0.0,0.0,0.0,2020-07-01,402996
4029970,0.175,0.0,,,2020-07-01,402997
4029990,0.149,0.463,0.0,0.0,2023-01-01,402999
4032005,0.2,0.0,0.0,0.0,2022-01-27,403200
4032010,0.2,0.0,,,2022-01-27,403201
4032050,0.17,1.035,0.0,0.0,2023-01-01,403205
4032090,0.17,0.0,0.0,0.0,2022-01-27,403209
4039002,0.0,0.032,0.0,0.0,2020-07-01,403900
4039004,0.0,0.032,,,2020-07-01,403900
4039016,0.0,0.772,0.0,0.0,2023-01-01,403901
4039020,0.0,0.0034,0.0,0.0,2020-07-01,403902
4039037,0.0,0.033,0.0,0.0,2020-07-01,403903
4039041,0.0,0.033,,,2020-07-01,403904
4039045,0.0,0.876,0.0,0.0,2023-01-01,403904
4039047,0.0,0.068,0.0,0.0,2020-07-01,403904
4039051,0.0,0.068,,,2020-07-01,403905
4039055,0.0,1.092,0.0,0.0,2023-01-01,403905
4039057,0.0,0.137,0.0,0.0,2020-07-01,403905
4039061,0.0,0.137,,,2020-07-01,403906
4039065,0.0,1.556,0.0,0.0,2023-01-01,403906
4039072,0.0,0.123,0.0,0.0,2020-07-01,403907
4039074,0.0,0.123,,,2020-07-01,403907
4039078,0.0,1.646,0.0,0.0,2023-01-01,403907
4039085,0.17,0.0,0.0,0.0,2022-01-01,403908
4039087,0.2,0.0,0.0,0.0,2020-07-01,403908
4039090,0.2,0.0,,,2020-07-01,403909
4039095,0.17,1.034,0.0,0.0,2023-01-01,403909
4041005,0.085,0.0,0.0,0.0,2022-01-01,404100
4041008,0.13,0.0,0.0,0.0,2020-07-01,404100
4041011,0.13,0.0,,,2020-07-01,404101
4041015,0.085,1.035,0.0,0.0,2023-01-01,404101
4041020,0.0,0.0034,0.0,0.0,2020-07-01,404102
4041048,0.0,0.033,0.0,0.0,2020-07-01,404104
4041050,0.0,0.033,,,2020-07-01,404105
4041090,0.0,0.876,0.0,0.0,2023-01-01,404109
4049010,0.0,0.0037,0.0,0.0,2020-07-01,404901
4049028,0.145,0.0,0.0,0.0,2020-07-01,404902
4049030,0.145,0.0,,,2020-07-01,404903
4049050,0.085,1.189,0.0,0.0,2023-01-01,404905
4049070,0.085,0.0,0.0,0.0,2022-01-01,404907
4051005,0.0,0.123,0.0,0.0,2020-07-01,405100
4051010,0.0,0.123,,,2020-07-01,405101
4051020,0.0,1.541,0.0,0.0,2023-01-01,405102
4052010,0.0,0.154,0.0,0.0,2020-07-01,405201
4052020,0.0,0.154,,,2020-07-01,405202
4052030,0.0,1.996,0.0,0.0,2023-01-01,405203
4052040,0.0,0.131,0.0,0.0,2022-01-01,405204
4052050,0.1,0.0,0.0,0.0,2021-01-01,405205
4052060,0.1,0.0,,,2020-07-01,405206
4052070,0.085,0.704,0.0,0.0,2023-01-01,405207
4052080,0.064,0.0,0.0,0.0,2021-01-01,405208
4059005,0.1,0.0,0.0,0.0,2020-07-01,405900
4059010,0.1,0.0,,,2020-07-01,405901
4059020,0.085,1.865,0.0,0.0,2023-01-01,405902
4061002,0.1,0.0,0.0,0.0,2021-01-01,406100
4061004,0.1,0.0,,,2020-07-01,406100
4061008,0.0,1.509,0.0,0.0,2023-01-01,406100
4061012,0.1,0.0,0.0,0.0,2021-01-01,406101
