hts8,mfn_ad_val_rate,mfn_specific_rate,mexico_ad_val_rate,mexico_specific_rate,begin_effect_date,hs6
17029010,9999.999999,9999.999999,0.0,0.0,2023-01-01,170290
17029020,0.0,0.3574,0.0,0.0,2023-01-01,170290
17029035,0.0,0.0035,0.0,0.0,2020-07-01,170290
17029040,0.0,0.0035,0.0,0.0,2020-07-01,170290
17029052,0.06,0.0,0.0,0.0,2020-07-01,170290
17029054,0.06,0.0,,,2020-07-01,170290
17029058,0.051,0.339,0.0,0.0,2023-01-01,170290
17029064,0.06,0.0,,,2020-07-01,170290
17029068,0.051,0.339,0.0,0.0,2023-01-01,170290
17029090,0.051,0.0,0.0,0.0,2022-01-01,170290
17031030,0.0,0.0035,0.0,0.0,2020-07-01,170310
17031050,0.0,0.0001,0.0,0.0,2020-07-01,170310
17039030,0.0,0.0035,0.0,0.0,2020-07-01,170390
17039050,0.0,0.0001,0.0,0.0,2020-07-01,170390
17041000,0.04,0.0,0.0,0.0,2023-01-01,170410
17049010,0.045,0.0,0.0,0.0,2023-01-01,170490
17049025,0.0,0.0,,,1996-01-01,170490
17049035,0.056,0.0,0.0,0.0,2023-01-01,170490
17049052,0.122,0.0,0.0,0.0,2023-01-01,170490
17049054,0.122,0.0,,,2020-07-01,170490
17049058,0.104,0.4,0.0,0.0,2023-01-01,170490
17049064,0.122,0.0,,,2020-07-01,170490
17049068,0.104,0.4,0.0,0.0,2023-01-01,170490
17049074,0.122,0.0,,,2020-07-01,170490
17049078,0.104,0.4,0.0,0.0,2023-01-01,170490
17049090,0.104,0.0,0.0,0.0,2020-07-01,170490
18010000,0.0,0.0,,,1989-01-01,180100
18020000,0.0,0.0,,,1989-01-01,180200
18031000,0.0,0.0,,,1989-01-01,180310
18032000,0.0,0.002,0.0,0.0,2020-07-01,180320
18040000,0.0,0.0,,,1989-01-01,180400
18050000,0.0,0.0052,0.0,0.0,2020-07-01,180500
18061005,0.0,0.0,,,1995-01-01,180610
18061010,0.0,0.0,,,1995-01-01,180610
18061015,0.0,0.217,0.0,0.0,2023-01-01,180610
18061022,0.1,0.0,0.0,0.0,2020-07-01,180610
18061024,0.1,0.0,,,2020-07-01,180610
18061028,0.0,0.336,0.0,0.0,2023-01-01,180610
18061034,0.1,0.0,,,2020-07-01,180610
18061038,0.0,0.336,0.0,0.0,2023-01-01,180610
18061043,0.1,0.0,0.0,0.0,2020-07-01,180610
18061045,0.1,0.0,,,2020-07-01,180610
18061055,0.0,0.336,0.0,0.0,2023-01-01,180610
18061065,0.1,0.0,,,2020-07-01,180610
18061075,0.0,0.336,0.0,0.0,2023-01-01,180610
18062020,0.0,0.0,,,1991-07-08,180620
18062022,0.05,0.0,0.0,0.0,2021-01-01,180620
18062024,0.05,0.0,,,2020-07-01,180620
18062026,0.043,0.372,0.0,0.0,2023-01-01,180620
18062028,0.043,0.528,0.0,0.0,2023-01-01,180620
18062034,0.05,0.0,,,2020-07-01,180620
18062036,0.043,0.372,0.0,0.0,2023-01-01,180620
18062038,0.043,0.528,0.0,0.0,2023-01-01,180620
18062050,0.043,0.0,0.0,0.0,2020-07-01,180620
18062060,0.02,0.0,0.0,0.0,2023-01-01,180620
18062067,0.1,0.0,0.0,0.0,2023-01-01,180620
18062071,0.1,0.0,,,2020-07-01,180620
18062073,0.085,0.305,0.0,0.0,2023-01-01,180620
18062075,0.1,0.0,,,2020-07-01,180620
18062077,0.085,0.305,0.0,0.0,2023-01-01,180620
18062078,0.085,0.0,0.0,0.0,2020-07-01,180620
18062079,0.1,0.0,0.0,0.0,2023-01-01,180620
18062081,0.1,0.0,,,2020-07-01,180620
18062082,0.085,0.372,0.0,0.0,2023-01-01,180620
18062083,0.085,0.528,0.0,0.0,2023-01-01,180620
18062085,0.1,0.0,,,2020-07-01,180620
18062087,0.085,0.372,0.0,0.0,2023-01-01,180620
18062089,0.085,0.528,0.0,0.0,2023-01-01,180620
18062091,0.1,0.0,,,2020-07-01,180620
18062094,0.085,0.372,0.0,0.0,2023-01-01,180620
18062095,0.1,0.0,,,2020-07-01,180620
18062098,0.085,0.372,0.0,0.0,2023-01-01,180620
18062099,0.085,0.0,0.0,0.0,2022-01-01,180620
18063100,0.056,0.0,0.0,0.0,2023-01-01,180631
18063201,0.05,0.0,0.0,0.0,2021-01-01,180632
18063204,0.05,0.0,,,2020-07-01,180632
18063206,0.043,0.372,0.0,0.0,2023-01-01,180632
18063208,0.043,0.528,0.0,0.0,2023-01-01,180632
18063214,0.05,0.0,,,2020-07-01,180632
18063216,0.043,0.372,0.0,0.0,2023-01-01,180632
18063218,0.043,0.528,0.0,0.0,2023-01-01,180632
18063230,0.043,0.0,0.0,0.0,2020-07-01,180632
18063255,0.07,0.0,0.0,0.0,2023-01-01,180632
18063260,0.07,0.0,,,2020-07-01,180632
18063270,0.06,0.372,0.0,0.0,2023-01-01,180632
18063280,0.06,0.528,0.0,0.0,2023-01-01,180632
18063290,0.06,0.0,0.0,0.0,2020-07-01,180632
18069001,0.035,0.0,0.0,0.0,2023-01-01,180690
18069005,0.035,0.0,,,2020-07-01,180690
18069008,0.06,0.372,0.0,0.0,2023-01-01,180690
18069010,0.06,0.528,0.0,0.0,2023-01-01,180690
18069015,0.035,0.0,,,2020-07-01,180690
18069018,0.06,0.372,0.0,0.0,2023-01-01,180690
18069020,0.06,0.528,0.0,0.0,2023-01-01,180690
18069025,0.035,0.0,,,2020-07-01,180690
18069028,0.06,0.372,0.0,0.0,2023-01-01,180690
18069030,0.06,0.528,0.0,0.0,2023-01-01,180690
18069035,0.035,0.0,,,2020-07-01,180690
18069039,0.06,0.372,0.0,0.0,2023-01-01,180690
18069045,0.035,0.0,,,2020-07-01,180690
18069049,0.06,0.372,0.0,0.0,2023-01-01,180690
18069055,0.035,0.0,,,2020-07-01,180690
18069059,0.06,0.372,0.0,0.0,2023-01-01,180690
18069090,0.06,0.0,0.0,0.0,2020-07-01,180690
19011005,0.175,0.0,0.0,0.0,2020-07-01,190110
19011011,0.175,0.0,,,2020-07-01,190110
19011016,0.149,1.035,0.0,0.0,2023-01-01,190110
19011021,0.175,0.0,,,2020-07-01,190110
19011026,0.149,1.035,0.0,0.0,2023-01-01,190110
19011029,0.149,0.0,0.0,0.0,2020-07-01,190110
19011031,0.175,0.0,0.0,0.0,2020-07-01,190110
19011033,0.175,0.0,,,2020-07-01,190110
19011036,0.149,1.035,0.0,0.0,2023-01-01,190110
19011041,0.175,0.0,,,2020-07-01,190110
19011044,0.149,1.035,0.0,0.0,2023-01-01,190110
19011049,0.149,0.0,0.0,0.0,2020-07-01,190110
19011052,0.16,0.0,0.0,0.0,2020-07-01,190110
19011054,0.16,0.0,,,2020-07-01,190110
19011056,0.136,1.035,0.0,0.0,2023-01-01,190110
19011062,0.16,0.0,0.0,0.0,2020-07-01,190110
19011064,0.16,0.0,,,2020-07-01,190110
19011066,0.136,1.035,0.0,0.0,2023-01-01,190110
19011072,0.1,0.0,0.0,0.0,2020-07-01,190110
19011074,0.1,0.0,,,2020-07-01,190110
19011076,0.085,0.237,,,2023-01-01,190110
19011091,0.064,0.0,,,2020-07-01,190110
19012002,0.1,0.0,,,2020-07-01,190120
19012005,0.1,0.0,,,2020-07-01,190120
19012015,0.085,0.423,0.0,0.0,2023-01-01,190120
19012020,0.1,0.0,,,2020-07-01,190120
19012025,0.085,0.423,0.0,0.0,2023-01-01,190120
19012030,0.1,0.0,,,2020-07-01,190120
19012035,0.085,0.423,0.0,0.0,2023-01-01,190120
19012040,0.085,0.0,0.0,0.0,2020-07-01,190120
19012042,0.1,0.0,0.0,0.0,2021-01-01,190120
19012045,0.1,0.0,,,2020-07-01,190120
19012050,0.085,0.423,0.0,0.0,2023-01-01,190120
19012055,0.1,0.0,,,2020-07-01,190120
19012060,0.085,0.423,0.0,0.0,2023-01-01,190120
19012065,0.1,0.0,,,2020-07-01,190120
19012070,0.085,0.423,0.0,0.0,2023-01-01,190120
19012080,0.085,0.0,0.0,0.0,2020-07-01,190120
19019010,0.0,0.032,0.0,0.0,2020-07-01,190190
19019020,0.096,0.0,0.0,0.0,2020-07-01,190190
19019025,0.0,0.0,,,1989-01-01,190190
19019028,0.0,0.0037,0.0,0.0,2020-07-01,190190
19019032,0.112,0.0,0.0,0.0,2020-07-01,190190
19019033,0.1,0.0,0.0,0.0,2021-01-01,190190
19019034,0.1,0.0,,,2020-07-01,190190
19019036,0.0,1.128,0.0,0.0,2023-01-01,190190
19019060,0.16,0.0,,,2020-07-01,190190
19019061,0.16,0.0,,,2020-07-01,190190
19019062,0.136,1.035,,,2023-01-01,190190
19019063,0.16,0.0,,,2020-07-01,190190
19019064,0.16,0.0,,,2020-07-01,190190
19019065,0.136,1.035,,,2023-01-01,190190
19019066,0.1,0.0,,,2020-07-01,190190
19019067,0.1,0.0,,,2020-07-01,190190
19019068,0.085,0.237,,,2023-01-01,190190
19019069,0.1,0.0,,,2020-07-01,190190
19019071,0.085,0.237,,,2023-01-01,190190
19019072,0.102,0.0,,,2020-07-01,190190
19019091,0.064,0.0,,,2020-07-01,190190
19021120,0.0,0.0,,,1996-07-01,190211
19021140,0.064,0.0,0.0,0.0,2020-07-01,190211
19021920,0.0,0.0,,,1996-07-01,190219
19021940,0.064,0.0,0.0,0.0,2020-07-01,190219
19022000,0.064,0.0,0.0,0.0,2020-07-01,190220
19023000,0.064,0.0,0.0,0.0,2020-07-01,190230
19024000,0.064,0.0,0.0,0.0,2020-07-01,190240
19030020,0.0,0.0,,,1995-01-01,190300
19030040,0.0,0.008,0.0,0.0,2020-07-01,190300
19041000,0.011,0.0,0.0,0.0,2020-07-01,190410
19042010,0.056,0.0,0.0,0.0,2020-07-01,190420
19042090,0.149,0.0,0.0,0.0,2020-07-01,190420
19043000,0.14,0.0,0.0,0.0,2020-07-01,190430
19049001,0.14,0.0,0.0,0.0,2020-07-01,190490
19051000,0.0,0.0,,,1995-01-01,190510
19052000,0.0,0.0,,,1995-01-01,190520
19053100,0.0,0.0,,,2002-01-10,190531
19053200,0.0,0.0,,,2002-01-10,190532
19054000,0.0,0.0,,,1995-01-01,190540
19059010,0.0,0.0,,,1995-01-01,190590
19059090,0.045,0.0,0.0,0.0,2020-07-01,190590
20011000,0.096,0.0,0.0,0.0,2020-07-01,200110
20019010,0.08,0.0,0.0,0.0,2020-12-30,200190
20019020,0.08,0.0,0.0,0.0,2020-12-30,200190
20019025,0.102,0.0,0.0,0.0,2020-12-30,200190
20019030,0.058,0.0,0.0,0.0,2020-12-30,200190
20019033,0.077,0.0,0.0,0.0,2020-12-30,200190
20019034,0.036,0.0,0.0,0.0,2020-12-30,200190
20019035,0.081,0.0,0.0,0.0,2020-07-01,200190
20019038,0.096,0.0,0.0,0.0,2020-12-30,200190
20019042,0.0,0.049,0.0,0.0,2020-12-30,200190
20019045,0.0,0.015,0.0,0.0,2020-12-30,200190
20019048,0.096,0.0,0.0,0.0,2020-12-30,200190
20019050,0.0,0.07,0.0,0.0,2020-12-30,200190
20019060,0.14,0.0,0.0,0.0,2020-07-01,200190
20021000,0.125,0.0,0.0,0.0,2023-01-01,200210
20029040,0.116,0.0,0.0,0.0,2022-01-01,200290
20029080,0.116,0.0,0.0,0.0,2023-01-01,200290
20031001,0.085,0.06,0.0,0.0,2020-07-01,200310
20039010,0.0,0.0,,,2012-02-03,200390
20039080,0.085,0.06,0.0,0.0,2020-07-01,200390
20041040,0.064,0.0,0.0,0.0,2020-07-01,200410
20041080,0.08,0.0,0.0,0.0,2020-07-01,200410
20049010,0.032,0.0,0.0,0.0,2020-07-01,200490
20049080,0.0,0.021,0.0,0.0,2020-07-01,200490
20049085,0.112,0.0,0.0,0.0,2020-07-01,200490
20051000,0.112,0.0,0.0,0.0,2020-07-01,200510
20052000,0.064,0.0,0.0,0.0,2020-07-01,200520
20054000,0.0,0.0,,,1989-01-01,200540
20055120,0.0,0.015,0.0,0.0,2020-07-01,200551
20055140,0.0,0.021,0.0,0.0,2020-07-01,200551
20055900,0.0,0.015,0.0,0.0,2020-07-01,200559
20056000,0.149,0.0,0.0,0.0,2023-01-01,200560
20057002,0.0,0.054,0.0,0.0,2020-07-01,200570
20057004,0.0,0.037,0.0,0.0,2021-01-01,200570
20057006,0.0,0.037,0.0,0.0,2020-07-01,200570
20057008,0.0,0.037,0.0,0.0,2021-01-01,200570
20057012,0.0,0.037,0.0,0.0,2020-07-01,200570
20057016,0.0,0.054,0.0,0.0,2020-07-01,200570
20057018,0.0,0.069,0.0,0.0,2021-01-01,200570
20057023,0.0,0.069,0.0,0.0,2020-07-01,200570
20057025,0.0,0.086,0.0,0.0,2020-07-01,200570
20057050,0.0,0.093,0.0,0.0,2020-07-01,200570
20057060,0.0,0.101,0.0,0.0,2020-07-01,200570
20057070,0.0,0.099,0.0,0.0,2020-07-01,200570
20057075,0.0,0.043,0.0,0.0,2020-07-01,200570
20057091,0.0,0.055,0.0,0.0,2020-07-01,200570
20057093,0.0,0.088,0.0,0.0,2021-01-01,200570
20057097,0.0,0.088,0.0,0.0,2020-07-01,200570
20058000,0.056,0.0,0.0,0.0,2020-07-01,200580
20059160,0.0,0.0,,,2007-01-01,200591
20059197,0.112,0.0,0.0,0.0,2020-07-01,200591
20059910,0.064,0.0,0.0,0.0,2020-07-01,200599
20059920,0.045,0.0,0.0,0.0,2020-07-01,200599
20059930,0.048,0.0,0.0,0.0,2020-07-01,200599
20059941,0.0,0.0,,,2007-01-01,200599
20059950,0.081,0.0,0.0,0.0,2020-07-01,200599
20059955,0.149,0.0,0.0,0.0,2022-01-01,200599
20059980,0.149,0.0,0.0,0.0,2022-01-01,200599
20059985,0.0,0.008,0.0,0.0,2020-07-01,200599
20059997,0.112,0.0,0.0,0.0,2020-07-01,200599
20060020,0.064,0.099,0.0,0.0,2020-07-01,200600
20060030,0.024,0.0,0.0,0.0,2020-07-01,200600
20060040,0.021,0.0,0.0,0.0,2020-07-01,200600
20060050,0.16,0.0,0.0,0.0,2020-07-01,200600
20060060,0.0,0.06,0.0,0.0,2020-07-01,200600
20060070,0.08,0.0,0.0,0.0,2020-07-01,200600
20060090,0.16,0.0,0.0,0.0,2020-07-01,200600
20071000,0.12,0.0,0.0,0.0,2022-01-01,200710
20079110,0.112,0.0,0.0,0.0,2020-07-01,200791
20079140,0.035,0.0,0.0,0.0,2020-07-01,200791
20079190,0.045,0.0,0.0,0.0,2020-07-01,200791
20079905,0.018,0.0,0.0,0.0,2020-07-01,200799
20079910,0.022,0.0,0.0,0.0,2020-07-01,200799
20079915,0.014,0.0,0.0,0.0,2020-07-01,200799
20079920,0.035,0.0,0.0,0.0,2020-07-01,200799
20079925,0.045,0.0,0.0,0.0,2020-07-01,200799
20079930,0.0,0.0,,,1993-01-01,200799
20079935,0.07,0.0,0.0,0.0,2022-01-01,200799
20079940,0.04,0.0,0.0,0.0,2020-07-01,200799
20079945,0.056,0.0,0.0,0.0,2020-07-01,200799
20079948,0.12,0.0,0.0,0.0,2020-07-01,200799
20079950,0.013,0.0,0.0,0.0,2020-07-01,200799
20079955,0.14,0.0,0.0,0.0,2020-07-01,200799
20079960,0.12,0.0,0.0,0.0,2020-07-01,200799
20079965,0.1,0.0,0.0,0.0,2022-01-01,200799
20079970,0.014,0.0,0.0,0.0,2020-07-01,200799
20079975,0.032,0.0,0.0,0.0,2020-07-01,200799
20081102,0.0,0.0,,,1998-01-01,200811
20081105,0.0,0.0,,,1998-01-01,200811
20081115,1.318,0.0,0.0,0.0,2023-01-01,200811
20081143,0.0,0.066,0.0,0.0,2022-01-27,200811
20081146,0.0,0.066,,,2022-01-27,200811
20081161,1.318,0.0,0.0,0.0,2023-01-01,200811
20081910,0.0,0.0,,,1989-01-01,200819
20081915,0.01,0.0,0.0,0.0,2020-07-01,200819
20081920,0.0,0.113,0.0,0.0,2020-07-01,200819
20081925,0.0,0.099,0.0,0.0,2020-07-01,200819
20081930,0.0,0.01,0.0,0.0,2020-07-01,200819
20081940,0.0,0.326,0.0,0.0,2020-07-01,200819
20081950,0.064,0.0,0.0,0.0,2020-07-01,200819
20081985,0.224,0.0,0.0,0.0,2022-01-01,200819
20081990,0.179,0.0,0.0,0.0,2020-07-01,200819
20082000,0.0,0.0035,0.0,0.0,2020-07-01,200820
20083010,0.0,0.02,0.0,0.0,2020-07-01,200830
20083020,0.0,0.042,0.0,0.0,2020-07-01,200830
20083030,0.0,0.113,0.0,0.0,2020-07-01,200830
20083035,0.112,0.0,0.0,0.0,2020-07-01,200830
20083037,0.068,0.0,0.0,0.0,2020-07-01,200830
20083040,0.0,0.014,0.0,0.0,2020-07-01,200830
20083042,0.0,0.0,,,1995-07-01,200830
20083046,0.0,0.0028,0.0,0.0,2020-07-01,200830
20083048,0.0,0.0028,0.0,0.0,2020-07-01,200830
20083055,0.0,0.014,0.0,0.0,2020-07-01,200830
20083060,0.0,0.008,0.0,0.0,2020-07-01,200830
20083066,0.14,0.0,0.0,0.0,2020-07-01,200830
20083070,0.0,0.011,0.0,0.0,2020-07-01,200830
20083080,0.0,0.0055,0.0,0.0,2020-07-01,200830
20083085,0.14,0.0,0.0,0.0,2020-07-01,200830
20083096,0.14,0.0,0.0,0.0,2020-07-01,200830
20084000,0.153,0.0,0.0,0.0,2023-01-01,200840
20085020,0.1,0.0,0.0,0.0,2022-01-01,200850
20085040,0.298,0.0,0.0,0.0,2023-01-01,200850
20086000,0.045,0.069,0.0,0.0,2020-07-01,200860
20087010,0.16,0.0,0.0,0.0,2023-01-01,200870
20087020,0.17,0.0,0.0,0.0,2023-01-01,200870
20088000,0.119,0.0,0.0,0.0,2020-07-01,200880
20089100,0.009,0.0,0.0,0.0,2020-07-01,200891
20089300,0.045,0.0,0.0,0.0,2020-07-01,200893
20089710,0.056,0.0,0.0,0.0,2020-07-01,200897
20089790,0.149,0.0,0.0,0.0,2023-01-01,200897
20089905,0.0,0.009,0.0,0.0,2020-07-01,200899
20089910,0.0,0.106,0.0,0.0,2020-07-01,200899
20089913,0.034,0.0,0.0,0.0,2020-07-01,200899
20089915,0.008,0.0,0.0,0.0,2020-07-01,200899
20089918,0.022,0.0,0.0,0.0,2020-07-01,200899
20089921,0.045,0.0,0.0,0.0,2020-07-01,200899
20089923,0.013,0.0,0.0,0.0,2020-07-01,200899
20089925,0.224,0.0,0.0,0.0,2022-01-01,200899
20089928,0.096,0.0,0.0,0.0,2020-07-01,200899
20089929,0.07,0.0,0.0,0.0,2020-07-01,200899
20089930,0.0,0.0,,,1989-01-01,200899
20089935,0.07,0.0,0.0,0.0,2020-07-01,200899
20089940,0.0,0.015,0.0,0.0,2020-07-01,200899
20089945,0.14,0.0,0.0,0.0,2020-07-01,200899
20089950,0.018,0.0,0.0,0.0,2020-07-01,200899
20089960,0.112,0.0,0.0,0.0,2020-07-01,200899
20089961,0.038,0.0,0.0,0.0,2020-07-01,200899
20089963,0.044,0.0,0.0,0.0,2020-07-01,200899
20089965,0.079,0.0,0.0,0.0,2020-07-01,200899
20089970,0.112,0.0,0.0,0.0,2020-07-01,200899
20089971,0.0,0.0,,,2002-01-10,200899
20089980,0.096,0.0,0.0,0.0,2020-07-01,200899
20089991,0.06,0.0,,,2020-07-01,200899
20091100,0.0,0.0785,0.0,0.0,2023-01-01,200911
20091225,0.0,0.045,0.0,0.0,2022-01-01,200912
20091245,0.0,0.0785,0.0,0.0,2023-01-01,200912
20091900,0.0,0.0785,0.0,0.0,2023-01-01,200919
20092120,0.0,0.045,0.0,0.0,2020-07-01,200921
20092140,0.0,0.079,0.0,0.0,2020-07-01,200921
20092900,0.0,0.079,0.0,0.0,2022-01-01,200929
20093110,0.0,0.018,0.0,0.0,2020-07-01,200931
20093120,0.0,0.017,0.0,0.0,2020-07-01,200931
20093140,0.0,0.034,0.0,0.0,2020-07-01,200931
20093160,0.0,0.079,0.0,0.0,2022-01-01,200931
20093910,0.0,0.018,0.0,0.0,2020-07-01,200939
20093920,0.0,0.017,0.0,0.0,2020-07-01,200939
20093960,0.0,0.079,0.0,0.0,2022-01-01,200939
20094120,0.0,0.042,0.0,0.0,2020-07-01,200941
20094140,0.0,0.01,0.0,0.0,2020-07-01,200941
20094920,0.0,0.042,0.0,0.0,2020-07-01,200949
20094940,0.0,0.01,0.0,0.0,2020-07-01,200949
20095000,0.0,0.0014,0.0,0.0,2020-07-01,200950
20096100,0.0,0.044,0.0,0.0,2023-01-01,200961
20096900,0.0,0.044,0.0,0.0,2023-01-01,200969
20097100,0.0,0.0,,,2002-01-10,200971
20097900,0.0,0.0,,,2002-01-10,200979
20098100,0.0,0.005,0.0,0.0,2020-07-01,200981
20098920,0.0,0.0,,,2012-02-03,200989
20098940,0.0,0.0064,0.0,0.0,2020-07-01,200989
20098965,0.0,0.005,0.0,0.0,2020-07-01,200989
20098970,0.0,0.005,0.0,0.0,2020-07-01,200989
20098980,0.0,0.002,0.0,0.0,2020-07-01,200989
20099020,0.0,0.002,0.0,0.0,2020-07-01,200990
20099040,0.0,0.074,0.0,0.0,2020-07-01,200990
21011121,0.0,0.0,,,1996-01-01,210111
21011129,0.0,0.0,,,1996-01-01,210111
21011232,0.1,0.0,0.0,0.0,2021-01-01,210112
21011234,0.1,0.0,,,2020-07-01,210112
21011238,0.085,0.305,0.0,0.0,2023-01-01,210112
21011244,0.1,0.0,,,2020-07-01,210112
21011248,0.085,0.305,0.0,0.0,2023-01-01,210112
21011254,0.1,0.0,,,2020-07-01,210112
21011258,0.085,0.305,0.0,0.0,2023-01-01,210112
21011290,0.085,0.0,0.0,0.0,2020-07-01,210112
21012020,0.0,0.0,,,1989-01-01,210120
21012032,0.1,0.0,0.0,0.0,2020-07-01,210120
21012034,0.1,0.0,,,2020-07-01,210120
21012038,0.085,0.305,0.0,0.0,2023-01-01,210120
21012044,0.1,0.0,,,2020-07-01,210120
21012048,0.085,0.305,0.0,0.0,2023-01-01,210120
21012054,0.1,0.0,,,2020-07-01,210120
21012058,0.085,0.305,0.0,0.0,2023-01-01,210120
21012090,0.085,0.0,0.0,0.0,2020-07-01,210120
21013000,0.0,0.021,0.0,0.0,2020-07-01,210130
21021000,0.064,0.0,0.0,0.0,2020-07-01,210210
21022020,0.064,0.0,0.0,0.0,2020-07-01,210220
21022040,0.0,0.0,,,1989-01-01,210220
21022060,0.032,0.0,0.0,0.0,2020-07-01,210220
21023000,0.0,0.0,,,1994-01-01,210230
21031000,0.03,0.0,0.0,0.0,2023-01-01,210310
21032020,0.06,0.0,0.0,0.0,2020-07-01,210320
21032040,0.116,0.0,0.0,0.0,2023-01-01,210320
21033020,0.0,0.0,,,1989-01-01,210330
21033040,0.0,0.028,0.0,0.0,2022-01-01,210330
21039020,0.0,0.0,,,1989-01-01,210390
21039040,0.032,0.0,0.0,0.0,2023-01-01,210390
21039072,0.075,0.0,0.0,0.0,2023-01-01,210390
21039074,0.075,0.0,,,2020-07-01,210390
21039078,0.064,0.305,0.0,0.0,2023-01-01,210390
21039080,0.064,0.0,0.0,0.0,2020-07-01,210390
21039090,0.064,0.0,0.0,0.0,2020-07-01,210390
21041000,0.032,0.0,0.0,0.0,2020-07-01,210410
21042010,0.025,0.0,,,2020-07-01,210420
21042050,0.064,0.0,,,2020-07-01,210420
21050005,0.2,0.0,0.0,0.0,2023-01-01,210500
21050010,0.2,0.0,,,2020-07-01,210500
21050020,0.17,0.502,0.0,0.0,2023-01-01,210500
21050025,0.2,0.0,0.0,0.0,2023-01-01,210500
21050030,0.2,0.0,,,2020-07-01,210500
21050040,0.17,0.502,0.0,0.0,2023-01-01,210500
21050050,0.17,0.0,0.0,0.0,2020-07-01,210500
21061000,0.064,0.0,0.0,0.0,2020-07-01,210610
21069003,0.0,0.029,0.0,0.0,2020-07-01,210690
21069006,0.0,0.029,,,2020-07-01,210690
21069009,0.0,0.862,0.0,0.0,2023-01-01,210690
21069012,0.019,0.042,0.0,0.0,2020-07-01,210690
21069015,0.019,0.084,0.0,0.0,2021-01-01,210690
21069018,0.019,0.17,0.0,0.0,2020-07-01,210690
21069022,0.0,0.154,0.0,0.0,2021-01-01,210690
21069024,0.0,0.154,,,2020-07-01,210690
21069026,0.0,1.996,0.0,0.0,2023-01-01,210690
21069028,0.0,0.131,0.0,0.0,2022-01-01,210690
21069032,0.0,0.154,0.0,0.0,2020-07-01,210690
21069034,0.0,0.154,,,2020-07-01,210690
21069036,0.0,1.996,0.0,0.0,2023-01-01,210690
21069038,0.0,0.131,0.0,0.0,2022-01-01,210690
21069039,0.0,0.0,,,2002-01-10,210690
21069042,0.0,0.036606,0.0,0.0,2020-07-01,210690
21069044,0.0,0.036606,0.0,0.0,2023-01-01,210690
21069046,0.0,0.3574,0.0,0.0,2023-01-01,210690
21069048,0.0,0.0785,0.0,0.0,2022-01-01,210690
21069052,9999.999999,9999.999999,0.0,0.0,2020-07-01,210690
21069054,9999.999999,9999.999999,0.0,0.0,2020-07-01,210690
21069058,0.048,0.0,0.0,0.0,2020-07-01,210690
21069062,0.1,0.0,0.0,0.0,2020-07-01,210690
21069064,0.1,0.0,,,2020-07-01,210690
21069066,0.085,0.704,0.0,0.0,2023-01-01,210690
21069068,0.1,0.0,,,2020-07-01,210690
21069072,0.085,0.704,0.0,0.0,2023-01-01,210690
21069074,0.1,0.0,,,2020-07-01,210690
21069076,0.085,0.704,0.0,0.0,2023-01-01,210690
21069078,0.1,0.0,,,2020-07-01,210690
21069080,0.085,0.704,0.0,0.0,2023-01-01,210690
21069082,0.064,0.0,0.0,0.0,2020-07-01,210690
21069083,0.1,0.0,0.0,0.0,2021-01-01,210690
21069085,0.1,0.0,,,2020-07-01,210690
21069087,0.085,0.288,0.0,0.0,2023-01-01,210690
21069089,0.1,0.0,,,2020-07-01,210690
21069091,0.085,0.288,0.0,0.0,2023-01-01,210690
21069092,0.1,0.0,,,2020-07-01,210690
21069094,0.085,0.288,0.0,0.0,2023-01-01,210690
21069095,0.1,0.0,,,2020-07-01,210690
21069097,0.085,0.288,0.0,0.0,2023-01-01,210690
21069099,0.064,0.0,,,2022-01-27,210690
22011000,0.0,0.0026,0.0,0.0,2020-07-01,220110
22019000,0.0,0.0,,,1989-01-01,220190
22021000,0.0,0.002,0.0,0.0,2020-07-01,220210
22029100,0.0,0.002,,,2020-07-01,220291
22029910,0.17,0.0,,,2022-01-01,220299
22029922,0.175,0.0,,,2020-07-01,220299
22029924,0.175,0.0,,,2020-07-01,220299
22029928,0.149,0.235,,,2023-01-01,220299
22029930,0.0,0.045,,,2020-07-01,220299
22029935,0.0,0.0785,,,2022-01-01,220299
22029936,9999.999999,9999.999999,,,2020-07-01,220299
22029937,9999.999999,9999.999999,,,2022-01-01,220299
22029991,0.0,0.002,,,2022-01-27,220299
22030000,0.0,0.0,,,2008-01-01,220300
22041000,0.0,0.198,0.0,0.0,2020-07-01,220410
22042120,0.0,0.198,0.0,0.0,2020-07-01,220421
22042130,0.0,0.063,0.0,0.0,2020-07-01,220421
22042150,0.0,0.063,0.0,0.0,2020-07-01,220421
22042160,0.0,0.053,0.0,0.0,2020-07-01,220421
22042180,0.0,0.169,0.0,0.0,2020-07-01,220421
22042220,0.0,0.084,,,2020-07-01,220422
22042240,0.0,0.224,,,2020-07-01,220422
22042260,0.0,0.014,,,2020-07-01,220422
22042280,0.0,0.224,,,2020-07-01,220422
22042961,0.0,0.14,,,2020-07-01,220429
22042981,0.0,0.224,,,2020-07-01,220429
22043000,0.0,0.044,0.0,0.0,2020-07-01,220430
22051030,0.0,0.035,0.0,0.0,2020-07-01,220510
22051060,0.0,0.042,0.0,0.0,2020-07-01,220510
22059020,0.0,0.035,0.0,0.0,2020-07-01,220590
22059040,0.0,0.038,0.0,0.0,2020-07-01,220590
22059060,0.0,0.042,0.0,0.0,2020-07-01,220590
22060015,0.0,0.004,0.0,0.0,2020-07-01,220600
